Id,Name,CardNumber,Color,Type,Subtypes,Cost,Inkable,Rarity,Strength,Willpower,LoreValue,MoveCost,SetNumber,SetName,Abilities,RulesText,FlavorText,Artist,Image,OwnedNumber
634,Fa li - Mère de Mulan,143,Sapphire,characters,"Storyborn, Mentor",1,True,Common,1.0,3.0,1.0,,4,Le retour d’Ursula,,,"Lorsqu'elle est loin de chez elle, Mulan pense souvent à sa présence apaisante.",Sarah Schmidt,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/143_3d268677b240cc9d2ecda0801058e2cb97314ccf.jpg,0
635,Polochon - Compagnon de la collectionneuse,144,Sapphire,characters,"Storyborn, Allié",3,True,Uncommon,2.0,2.0,2.0,,4,Le retour d’Ursula,Soutien,"Soutien (Lorsque ce personnage est envoyé à l’aventure, vous pouvez ajouter sa à celle d’un autre personnage au choix pour le reste de ce tour.) JE NE SUIS PAS UN POISSON-LUNE Si vous avez un personnage Ariel en jeu, jouer ce personnage coûte 1 de moins.","Ariel, Ariel! Tu ne vas pas croire ce que j'ai trouvé!",James C Mulligan,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/144_c50a1aff49a24512387d332434f579887f67ccfe.jpg,0
636,Hadès - Conspirateur méticuleux,145,Sapphire,characters,"Storyborn, Méchant, Dieu",4,True,Uncommon,3.0,6.0,1.0,,4,Le retour d’Ursula,,,Ce joli petit plan sent les tentacules d'Ursula à plein nez. Cette sournoise sorcière des mers... Attendez! Je peux en tirer parti. Elle pourra occuper ces odieux Illumineurs pendant que je mettrai en place mon propre plan.,Carlos Ruiz,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/145_67c4fc9afd465d7afe147af4fbfab8e708b69939.jpg,0
637,Hans - Noble crapule,146,Sapphire,characters,"Storyborn, Méchant, Prince",3,True,Common,3.0,2.0,2.0,,4,Le retour d’Ursula,,"INTRIGUES ROYALES S'il y a un personnage Princesse ou Reine en jeu lorsque vous jouez ce personnage, gagnez 1 éclat de Lore.",Hans était persuadé de pouvoir amener Anna à Ursula. Tout ce dont il avait besoin était quelque chose appartenant à Kristoff pour la leurrer.,Dustin Panzino / Leonardo Giammichele,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/146_60e71ccfe0e407702aa488bbaf5b12a6559f0b42.jpg,0
638,Iduna - Mère bienveillante,147,Sapphire,characters,"Storyborn, Mentor, Reine",4,True,Uncommon,3.0,3.0,1.0,,4,Le retour d’Ursula,,"AMOUR ÉTERNEL Lorsque ce personnage est banni, vous pouvez le placer dans votre réserve d'encre, face cachée et épuisé.","Dors mon enfant, n'aie plus peur%Le passé reste au fond des cœurs.",Jake Murphy,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/147_3919bbb4044be1934538fbfa3ed5eb8536c99d66.jpg,0
639,John silver - Terreur du Royaume,148,Sapphire,characters,"Dreamborn, Méchant, Alien, Pirate, Capitaine",8,True,Rare,8.0,8.0,3.0,,4,Le retour d’Ursula,,,"Quand on s'aventure au bord des cartes, on fait des rencontres bien étranges: sorcières des mers, Glimmers envoutés, et autres. Je vais rester à bord de mon navire, merci.",Leonardo Giammichele,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/148_e96254ac976473a82835f62ec0a4b2933f8d31b0.jpg,0
640,Olaf - Fan de carottes,149,Sapphire,characters,"Floodborn, Allié",3,True,Uncommon,1.0,4.0,2.0,,4,Le retour d’Ursula,Alter,"Alter: Défaussez une carte Objet (Vous pouvez défausser une carte Objet pour jouer ce personnage sur l'un de vos personnages Olaf.) DES CAROTTES PARTOUT! Chaque fois que vous envoyez ce personnage à l'aventure, ajoutez sa à la de vos autres personnages pour le reste de ce tour.",,Lauren Levering,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/149_0f131d017b40f5a92a89c7ae5ad3f63009d7d6e9.jpg,0
641,Olaf - Compagnon confiant,150,Sapphire,characters,"Storyborn, Allié",1,True,Common,1.0,2.0,1.0,,4,Le retour d’Ursula,Soutien,"Soutien (Lorsque vous envoyez ce personnage à l'aventure, vous pouvez ajouter sa à celle d'un autre personnage au choix pour le reste de ce tour.)","Ce ne serait pas le chapeau de Kristoff? S'il est parti par là, il sera pris dans la tempête!%—Hans",Brian Kesinger,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/150_94c8f79a27155a150d33fecc8e782ee0c4c5d822.jpg,0
642,Pascal - Animal de compagnie curieux,151,Sapphire,characters,"Storyborn, Allié",3,True,Common,3.0,3.0,1.0,,4,Le retour d’Ursula,,"TACTIQUE COLORÉE Lorsque vous jouez ce personnage, regardez les 3 premières carte de votre pioche. Remettez-les sur le dessus de votre pioche dans l'ordre de votre choix.","Si vous voulez dénicher des choses bien cachées, faites appel à un expert en la matière.",Noukah,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/151_e8d90c4dcba27cebab5b0a42cc669eb0aa734537.jpg,0
643,Prince philippe - Galant défenseur,152,Sapphire,characters,"Storyborn, Héros, Prince",3,True,Rare,1.0,3.0,2.0,,4,Le retour d’Ursula,Soutien,"Soutien (Lorsque ce personnage est envoyé à l’aventure, vous pouvez ajouter sa à celle d’un autre personnage au choix pour le reste de ce tour.) MEILLEURE DÉFENSE Chaque fois qu'un de vos personnages est choisi par la capacité Soutien, il gagne Résistance +1 pour le reste de ce tour. (Les dommages qui lui sont infligés sont réduits de 1.)",,Mike Parker,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/152_e481a95abdcb430d5f741bfb5336ac4920f1dce4.jpg,0
644,Raiponce - Artiste sensible,153,Sapphire,characters,"Dreamborn, Héros, Princesse",5,True,Rare,3.0,5.0,3.0,,4,Le retour d’Ursula,,"PARTENAIRE PERSPICACE Tant que vous avez un personnage Pascal en jeu, ce personnage-ci gagne Hors d'atteinte. (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un défi.)",Pascal! Une nouvelle fleur pour le mur!,Aubrey Archer,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/153_5abfcc738da2dba4dc92584ce90a5b68d5839da2.jpg,0
645,Eurêka - Expert en humains,154,Sapphire,characters,"Storyborn, Allié",2,True,Uncommon,1.0,3.0,1.0,,4,Le retour d’Ursula,,"VOYONS VOIR Lorsque vous jouez ce personnage, regardez les 4 premières cartes de votre pioche. Vous pouvez révéler une carte Objet et l'ajouter à votre main. Remettez le reste sous votre pioche, dans l’ordre de votre choix.","Wow, un objet très rare et follement original!",Kapik,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/154_121bae9b0baef96fcbd9de887061f4352f6cd780.jpg,0
646,Sisu - Amie pleine de sagesse,155,Sapphire,characters,"Storyborn, Héros, Dieu, Dragon",6,True,Uncommon,6.0,6.0,2.0,,4,Le retour d’Ursula,,,"C'est vrai, ça peut sembler difficile, mais parfois on se doit de faire le premier pas, même si on n'est pas prêt.",Roger Pérez / Hayley Evans,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/155_fdd806ce1693e6f8363a9bac67c5cdaf0c5ea5eb.jpg,0
647,La reine - Devineresse,156,Sapphire,characters,"Dreamborn, Méchant, Reine, Mage",3,True,Legendary,3.0,3.0,1.0,,4,Le retour d’Ursula,,"CONSULTE LE GRIMOIRE MAGIQUE – Regardez les 4 premières cartes de votre pioche. Vous pouvez révéler une carte Objet et l'ajouter à votre main. Si cet objet coûte 3 ou moins, vous pouvez le jouer gratuitement à la place, épuisé. Remettez le reste des cartes sous votre pioche, dans l’ordre de votre choix.",,Mel Milton,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/156_2635f8234f49719b883fa939e4be6345b55eb3bc.jpg,0
648,Chef transformé - Poêle du château,157,Sapphire,characters,"Storyborn, Allié",4,True,Common,3.0,3.0,2.0,,4,Le retour d’Ursula,,"MIJOTER DES PETITS PLATS Lorsque vous jouez ce personnage, choisissez un personnage et retirez-lui jusqu'à 2 jetons Dommage.",Un bon repas chaud vous remettra d'aplomb. %—Madame Samovar,James C Mulligan,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/157_0ce38c2f227805ce9a9692a702d17426fa2be84c.jpg,0
649,Triton - Champion d'Atlantica,158,Sapphire,characters,"Floodborn, Roi",9,True,Legendary,7.0,9.0,3.0,,4,Le retour d’Ursula,Alter,Alter 6 (Vous pouvez payer 6 pour jouer ce personnage sur l'un de vos personnages Triton.) PRÉSENCE IMPOSANTE Les personnages adverses subissent -1 pour chaque lieu que vous avez en jeu.,,Erin Shin,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/158_9eff9dbbf8031815bf7a86e16c293e7aa57af193.jpg,0
650,Triton - Roi clairvoyant,159,Sapphire,characters,"Storyborn, Roi",3,False,Rare,3.0,3.0,1.0,,4,Le retour d’Ursula,,"RELÉGUÉ DANS LES PROFONDEURS , Bannissez l'un de vos objets – Gagnez 3 éclats de Lore.","Si pour cela je n'ai qu'un seul moyen, alors tant pis.",Diogo Saito,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/159_c585a4787b4bc50f3c3d77c794b80f22af986cb6.jpg,0
651,Triton - Jeune Prince,160,Sapphire,characters,"Dreamborn, Prince",4,True,Uncommon,3.0,4.0,1.0,,4,Le retour d’Ursula,,"NAGEUR EXCEPTIONNEL Durant votre tour, ce personnage gagne Insaisissable. (Il peut défier les personnages avec Insaisissable.) GARDIEN D'ATLANTICA Chaque fois que l'un de vos lieux est banni, vous pouvez le placer dans votre réserve d'encre, face cachée et épuisé.",,Malia Ewart,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/160_60c9f963cee34ec921780e9d197370791ea4eeeb.jpg,0
652,Tuk tuk - Partenaire curieux,161,Sapphire,characters,"Storyborn, Allié",2,True,Common,2.0,3.0,1.0,,4,Le retour d’Ursula,,,Certains disent qu'il est facilement distrait. Ils n'ont pas tort...%—Raya,Oggy Christiansson,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/161_fa195dcec09a091163a7f68cee7527ffd6d6f31b.jpg,0
1734,Creuse encore et encore,162,Sapphire,actions,Chanson,8,False,Uncommon,,,,,4,Le retour d’Ursula,"""À lunisson""","À l'unisson 8 (Vous pouvez n’importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 8 ou plus pour chanter cette chanson gratuitement.) Regardez les 7 premières cartes de votre pioche. Ajoutez-en 2 à votre main, puis remettez le reste sous votre pioche, dans l'ordre de votre choix.",,Rachel Elese,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/162_1d4d6b645537db85198ba796136ec78bc6ea8239.jpg,0
1735,Glaner,163,Sapphire,actions,,1,True,Common,,,,,4,Le retour d’Ursula,,Choisissez un objet et bannissez-le. Son propriétaire gagne 2 éclats de Lore.,C'est peut-être juste ce qu'il me faut pour faire fonctionner mon invention.,Veronica Di Lorenzo / Livio Cacciatore,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/163_cc3d3b43ea622a1475a8f3fb3986a72c22f9e80f.jpg,0
1736,J'en ai rêvé,164,Sapphire,actions,Chanson,2,True,Common,,,,,4,Le retour d’Ursula,,(Vous pouvez un personnage coûtant 2 ou plus pour chanter cette chanson gratuitement.) Choisissez un personnage qui subit -3 pour le reste de ce tour.,"Mon amour,%Je t'ai vu au beau milieu d'un rêve",Rachel Elese,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/164_382c181a4e8c6b5a2fe6da91bfcb3211f14d0f6c.jpg,0
1737,Tous ces secrets,165,Sapphire,actions,Chanson,6,True,Rare,,,,,4,Le retour d’Ursula,,(Vous pouvez un personnage coûtant 6 ou plus pour chanter cette chanson gratuitement.) Reprenez en main jusqu'à 2 cartes Objet de votre défausse.,Toutes ces richesses qui brillent comme des soleils,Matt Gaser,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/165_7f090583f72faea0ceefcb3c7b28d5b3c6e8ad22.jpg,0
1553,Champ de glace,166,Sapphire,items,,3,True,Rare,,,,,4,Le retour d’Ursula,,"DÉFENSE GLACÉE Chaque fois que vous jouez un personnage, il gagne Résistance +1 jusqu'au début de votre prochain tour. (Les dommages qui lui sont infligés sont réduits de 1.)",,Mariana Moreno,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/166_bcdaddc2a2ec599a05745b49a7efa9cfb6729bf0.jpg,0
1554,Grand dragon de pierre,167,Sapphire,items,,3,True,Uncommon,,,,,4,Le retour d’Ursula,,"ENDORMI Cet objet entre en jeu épuisé. RÉVEILLÉ – Choisissez une carte Personnage de votre défausse et placez-la dans votre réserve d'encre, face cachée et épuisée.",,Ryan Bittner,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/167_e38446c7b5cb263e84d0be531f011fbe6f50c648.jpg,0
1555,Bloc de glace,168,Sapphire,items,,1,False,Common,,,,,4,Le retour d’Ursula,,TRAVAIL GLACIAL – Choisissez un personnage qui subit -1 pour le reste de ce tour.,L'encre gelée peut être récoltée et transformée en de nombreuses choses utiles.,Grzegorz Krysiński,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/168_a696cef8f5cb97975cf1ba06d979615ae3253050.jpg,0
1447,La grotte d'ariel - Un endroit secret,169,Sapphire,locations,,2,True,Rare,,7.0,0.0,2.0,4,Le retour d’Ursula,,"EMPLIE DE TRÉSORS Tant que vous avez 3 objets ou plus en jeu, ce lieu gagne +2 .",,Jeremy Adams,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/169_e4d00a85c1bcbe8db35c58673e8de8ebf96392b7.jpg,0
1448,Camp d'hiver - Tente médicale,170,Sapphire,locations,,3,True,Common,,8.0,1.0,1.0,4,Le retour d’Ursula,,"ASSISTANCE AUX BLESSÉS Chaque fois qu'un personnage sur ce lieu est envoyé à l'aventure, retirez-lui jusqu'à 2 jetons Dommage. Si c'est un personnage Héros, retirez-lui jusqu'à 4 jetons Dommage à la place.",,Elodie Mondoloni,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/170_25ce58e42119c906e2512e1b2ca4e9f5097173cc.jpg,0
653,Aladdin - Courageux sauveur,171,Steel,characters,"Floodborn, Héros",3,True,Uncommon,3.0,3.0,1.0,,4,Le retour d’Ursula,Alter,"Alter: Défaussez une carte Lieu (Vous pouvez défausser une carte Lieu pour jouer ce personnage sur l'un de vos personnages Aladdin.) PASSAGE EN FORCE Chaque fois que ce personnage est envoyé à l'aventure, vous pouvez choisir un objet et le bannir.",,Randy Bishop,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/171_7d259db0e045833532350ca9ff15db8b8606013e.jpg,0
654,Aladdin - Sabreur résolu,172,Steel,characters,"Storyborn, Héros",1,True,Common,1.0,3.0,1.0,,4,Le retour d’Ursula,,,Et si on passait directement à la partie où je m'échappe rapidement et où vous criez après moi? Non? On ne pourra pas dire que je ne vous ai pas donné une chance.,Randy Bishop,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/172_45e2f305815ff426456f2bc7aa9eef8897f81826.jpg,0
655,Argès - Le Cyclope,173,Steel,characters,"Storyborn, Titan",2,True,Common,4.0,1.0,1.0,,4,Le retour d’Ursula,,,"On dirait que tu vis de grosses émotions ici, mon pote. Piétinons-les!%—Hadès",Alice Pisoni,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/173_8f7f160df088ccfed436cf1cf8ca4e1269677571.jpg,0
656,Ariel - Sirène déterminée,174,Steel,characters,"Storyborn, Héros, Princesse",3,True,Common,2.0,4.0,1.0,,4,Le retour d’Ursula,,"JE M'ENNUIE Chaque fois que vous jouez une chanson, vous pouvez piocher une carte puis choisir et défausser une carte.",Tout ce qu'elle a toujours voulu est presque à sa portée.,Dylan Bonner,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/174_b3d601d91c3ee31a10afb8a90df3a5edd4405a1b.jpg,0
657,Ariel - Guerrière sonique,175,Steel,characters,"Floodborn, Héros, Princesse",6,True,Super,3.0,8.0,2.0,,4,Le retour d’Ursula,Alter,"Alter 4 (Vous pouvez payer 4 pour jouer ce personnage sur l'un de vos personnages Ariel.) VOIX AMPLIFIÉE Chaque fois que vous jouez une chanson, vous pouvez payer 2 pour choisir un personnage et lui infliger 3 dommages.",,Marcel Berg,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/175_a45cc4c5a1b6c7475e51bc900a7fae580c8e620d.jpg,0
658,La bête - Dure à cuire,176,Steel,characters,"Storyborn, Héros, Prince",3,True,Common,2.0,3.0,1.0,,4,Le retour d’Ursula,Résistance,Résistance +1 (Les dommages qui lui sont infligés sont réduits de 1.),Il est encore plus coriace qu'il n'y paraît.,Simangaliso Sibaya,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/176_03470894c3d27b0c02922127e8fef0d65e8b4dc5.jpg,0
659,Chi fu - Conseiller Impérial,177,Steel,characters,"Storyborn, Allié",3,True,Uncommon,0.0,5.0,1.0,,4,Le retour d’Ursula,,"EXCESSIVEMENT PRUDENT Tant que ce personnage n'a aucun jeton Dommage sur lui, il gagne +2.","Vous, là-bas! Pas de chahut par ici! Il faut impérativement que j'écrive à l'Empereur.",Gaku Kumatori,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/177_ddcf84e14c0ba698162cb655cab113a12e69e839.jpg,0
660,Chien-po - Soldat Impérial,178,Steel,characters,"Storyborn, Allié",5,True,Common,4.0,7.0,1.0,,4,Le retour d’Ursula,Rempart,"Rempart (Ce personnage peut entrer en jeu épuisé. Lorsqu'un adversaire défie l'un de vos personnages, il doit, si possible, choisir l'un de vos personnages avec Rempart.)",,Michela Cacciatore / Giulia Priori,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/178_69517120aa5e15f604dcd002b778daa63a9bb360.jpg,0
661,Donald - Boucanier,179,Steel,characters,"Dreamborn, Héros, Pirate, Capitaine",4,True,Legendary,3.0,4.0,1.0,,4,Le retour d’Ursula,,"À L'ABORDAGE! Chaque fois que ce personnage en bannit un autre via un défi durant votre tour, vos autres personnages gagnent +1 pour le reste de ce tour.",Personne ne fait le poids contre l'audacieux canard des hautes mers!,Federico M. Cugliari,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/179_32c7b0baa97de1488b49c56582de155974d58758.jpg,0
662,Hercule - Héros bien-aimé,180,Steel,characters,"Storyborn, Héros, Prince",6,True,Rare,6.0,5.0,2.0,,4,Le retour d’Ursula,"Rempart, Résistance","Rempart (Ce personnage peut entrer en jeu épuisé. Lorsqu'un adversaire défie l'un de vos personnages, il doit, si possible, choisir l'un de vos personnages avec Rempart.) Résistance +1 (Les dommages qui lui sont infligés sont réduits de 1.)",,Leonardo Giammichele,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/180_b7d0e7eb261055d629b75601b2c665107b0efa0a.jpg,0
663,Le fou - Laquais opportuniste,181,Steel,characters,"Dreamborn, Allié",3,True,Rare,2.0,3.0,1.0,,4,Le retour d’Ursula,,"J'AI APPRIS AUPRÈS DU MEILLEUR Durant votre tour, si un personnage adverse a été banni via un défi, vous pouvez jouer ce personnage gratuitement.",,Kendall Hale,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/181_f193a74903ba88d8185092add702a9f0f9dcae45.jpg,0
664,Li shang - Capitaine Impérial,182,Steel,characters,"Dreamborn, Héros, Capitaine",5,True,Uncommon,5.0,5.0,2.0,,4,Le retour d’Ursula,,,"Solide comme une montagne et féroce comme un dragon, le meilleur guerrier de l'Empire.",Carlos Ruiz,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/182_83584c173188bcbf738070024187756ec16648e6.jpg,0
665,Ling - Soldat Impérial,183,Steel,characters,"Storyborn, Allié",3,True,Uncommon,3.0,3.0,1.0,,4,Le retour d’Ursula,,PLEIN DE COURAGE Vos personnages Héros gagnent +1.,Un bon ami est utile en cas de bagarre.,Michela Cacciatore / Giulia Priori,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/183_31bd0f7a71a8e281b4b0fd12cfaa9ca5eec4f40c.jpg,0
666,Luisa madrigal - Roc de la famille,184,Steel,characters,"Storyborn, Allié, Madrigal",3,True,Common,2.0,4.0,1.0,,4,Le retour d’Ursula,,"JE SUIS SOLIDE Tant que vous avez un autre personnage en jeu, ce personnage gagne +2.",Il n'y a pas moyen que les créatures d'Ursula touchent à un poil de cet âne.,Samanta Erdini,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/184_c86b9bab3507047581df38cf02e7e64c01ea83fe.jpg,0
667,Balais magiques - Nettoyeur aérien,185,Steel,characters,"Dreamborn, Balai",2,True,Common,2.0,3.0,1.0,,4,Le retour d’Ursula,,"AILÉ POUR UN JOUR Durant votre tour, ce personnage gagne Insaisissable. (Il peut défier les personnages avec Insaisissable.)",Il passe ses journées à entretenir les précieux Glimmers du Hall de Lorcana.,Alibeth Zermeno,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/185_1ecda4502dc65b2b0dc2fb6231657afbd3978e1e.jpg,0
668,Balais magiques - Commandant de brigade,186,Steel,characters,"Dreamborn, Balai",6,True,Super,2.0,6.0,2.0,,4,Le retour d’Ursula,Résistance,Résistance +1 (Les dommages qui lui sont infligés sont réduits de 1.) ARMÉE DE BALAIS Ce personnage gagne +2 pour chaque autre personnage Balais magiques que vous avez en jeu.,,Otto Paredes,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/186_1780c107ec6c7435d0be70c9e43fdf8e8596e27a.jpg,0
669,Mickey mouse - Sorcier espiègle,187,Steel,characters,"Floodborn, Héros, Mage",5,True,Rare,3.0,4.0,2.0,,4,Le retour d’Ursula,"Alter, Résistance","Alter 3 (Vous pouvez payer 3 pour jouer ce personnage sur l'un de vos personnages Mickey Mouse.) Résistance +1 (Les dommages qui lui sont infligés sont réduits de 1.) BALAYÉ Lorsque vous jouez ce personnage, choisissez un personnage et infligez-lui un nombre de dommages égal au nombre de personnages Balai que vous avez en jeu.",,Alice Pisoni,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/187_46a9b3a722ce799f8e5e39216049ab70420dbdbe.jpg,0
670,Mickey mouse - Porte-étendard,188,Steel,characters,"Storyborn, Héros",2,True,Common,1.0,3.0,1.0,,4,Le retour d’Ursula,,"SOIS FORT Lorsque vous jouez ce personnage, choisissez un personnage qui gagne Offensif +2 pour le reste de ce tour. (Lorsqu'il défie, ce personnage gagne +2.)",Il est la référence pour les aventuriers intrépides du monde entier.,Mariana Moreno,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/188_1d2a168ce77405f3d531fdb5edbd3862e1e2c08a.jpg,0
671,Mulan - Combattant en armure,189,Steel,characters,"Storyborn, Héros, Princesse",4,True,Uncommon,3.0,6.0,1.0,,4,Le retour d’Ursula,,,"Peut-être que ce que je voulais, c'était la preuve que je vaux quelque chose. Et quand j'ai regardé dans le miroir, j'ai cru voir quelqu'un de bien.",Amber Kommavongsa,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/189_a1bac1b6b6693a343816e66828cf8c5598e740f1.jpg,0
672,Philoctète - Instructeur direct,190,Steel,characters,"Storyborn, Allié",4,True,Rare,2.0,3.0,2.0,,4,Le retour d’Ursula,,"TU DOIS RESTER CONCENTRÉ Vos personnages Héros gagnent Offensif +1 (Lorsqu'ils défient, ces personnages gagnent +1.) ENTRAÎNEUR EFFRONTÉ Chaque fois que vous jouez un personnage Héros, gagnez 1 éclat de Lore.",,Stefano Spagnuolo,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/190_9aa8cea6e7cb5654680e5dacebcd4f26ebc5e924.jpg,0
673,Porcinet - Épéiste costaud,191,Steel,characters,"Dreamborn, Héros",5,False,Legendary,3.0,5.0,3.0,,4,Le retour d’Ursula,Résistance,"Résistance +1 (Les dommages qui lui sont infligés sont réduits de 1.) PLUS SI PETIT Tant que vous n'avez aucune carte en main, ce personnage peut défier des personnages redressés.",,Alex Accorsi,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/191_871e4ac24a80efd94df0dd675109ff73857bd4a8.jpg,0
674,Rajah - Protecteur Royal,192,Steel,characters,"Storyborn, Allié",4,True,Rare,3.0,4.0,2.0,,4,Le retour d’Ursula,,"NE QUITTE PAS DES YEUX Tant que vous n'avez aucune carte en main, ce personnage ne peut pas être défié par des personnages coûtant 4 ou moins.",Aussi royal que son homonyme et tout aussi puissant.,Sandara Tang,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/192_d326db04a5af460bf908c8f547c616785da92943.jpg,0
675,Raya - Force inarrêtable,193,Steel,characters,"Dreamborn, Héros, Princesse",7,True,Super,3.0,6.0,2.0,,4,Le retour d’Ursula,"Offensif, Résistance","Offensif +2 (Lorsqu'il défie, ce personnage gagne +2.) Résistance +2 (Les dommages qui lui sont infligés sont réduits de 2.) L'IMPORTANT, C'EST D'ESSAYER Chaque fois que ce personnage en bannit un autre via un défi durant votre tour, vous pouvez piocher une carte.",,Grace Tran,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/193_96bc39f1622fa1604cf8372bb2e723f241edf758.jpg,0
676,Yao - Soldat Impérial,194,Steel,characters,"Storyborn, Allié",4,True,Common,2.0,5.0,1.0,,4,Le retour d’Ursula,Offensif,"Offensif +2 (Lorsqu'il défie, ce personnage gagne +2.)","Je vais te cogner si fort que ça fera trembler tes grands ancêtres, crétin.",Michela Cacciatore / Giulia Priori,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/194_c811f99430ae1564bf913f047f3643af7a4a96a5.jpg,0
1738,Avalanche,195,Steel,actions,,4,False,Uncommon,,,,,4,Le retour d’Ursula,,Infligez 1 dommage à chaque personnage adverse. Vous pouvez choisir un lieu et le bannir.,"Un peu de neige n'a jamais fait de mal à personne. Ce gros rocher, par contre...",Justin Gerard,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/195_1d0909498830fcde1056c713445a3d8ef3b78a9b.jpg,0
1739,Ils cassent en deux comme je veux,196,Steel,actions,Chanson,4,True,Uncommon,,,,,4,Le retour d’Ursula,,(Vous pouvez un personnage coûtant 4 ou plus pour chanter cette chanson gratuitement.) Bannissez tous les objets.,Toutes les missions les plus pénibles %sont pour moi car je suis indestructible.,Jennifer Park,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/196_723ef039d908ca5797874ec47c097dc3e46c5005.jpg,0
1740,Il me reste un espoir,197,Steel,actions,Chanson,3,False,Rare,,,,,4,Le retour d’Ursula,,"(Vous pouvez un personnage coûtant 3 ou plus pour chanter cette chanson gratuitement.) Choisissez un personnage qui gagne Résistance +2 jusqu'au début de votre prochain tour. Si c'est un personnage Héros, il peut aussi défier des personnages redressés pour le reste de ce tour. (Les dommages qui lui sont infligés sont réduits de 2.)",,Alice Pisoni,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/197_d279ff2a60515fd9b1e79807c69fba57b4cd4172.jpg,0
1741,Tous avec moi !,198,Steel,actions,Chanson,10,False,Uncommon,,,,,4,Le retour d’Ursula,"""À lunisson""",À l'unisson 10 (Vous pouvez n’importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 10 ou plus pour chanter cette chanson gratuitement.) Choisissez jusqu'à 3 personnages et/ou lieux et infligez-leur 3 dommages chacun.,,Ian MacDonald,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/198_56abe2496061938cb3701775fd4540bd455ff114.jpg,0
1742,Décret de triton,199,Steel,actions,,1,False,Common,,,,,4,Le retour d’Ursula,,Chaque adversaire choisit l'un de ses personnages et lui inflige 2 dommages.,Les infâmes créatures d'Ursula ne sont pas les bienvenues dans mon royaume!,Carlos Gomes Cabral,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/199_00d36d20c99c093a34ebf2d3f745d8d596c6a30c.jpg,0
